id	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
ERR4613388	2021-09-24 18:03:06	2021-09-24 21:32:01	144075	70596750	144075	490	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613388/ERR4613388.lite.1	ERX4542471	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087610	SAMEA7329084	simple	410658	soil metagenome	SAMEA7329084							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	18F477CBAA884B960095B06420DD4B66	23ECA1C8DE3CD7FE6571F8F49B04B7DC
ERR4613389	2021-09-24 18:03:06	2021-09-24 21:33:51	184005	90162450	184005	490	49		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613389/ERR4613389.lite.1	ERX4542472	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087611	SAMEA7329085	simple	410658	soil metagenome	SAMEA7329085							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	99A2E0E122A18BCB508D633410F39DF0	C25476D07D53CDCCF59651407248639F
ERR4613390	2021-09-24 18:03:06	2021-09-24 21:34:02	146818	71940820	146818	490	39		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613390/ERR4613390.lite.1	ERX4542473	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087612	SAMEA7329086	simple	410658	soil metagenome	SAMEA7329086							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	E79FADF71496F7FA72A7DEE34EFF7348	505D0DD1A84779E4A5AF21022F2F368D
ERR4613391	2021-09-24 18:03:06	2021-09-24 21:36:10	216826	106244740	216826	490	58		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613391/ERR4613391.lite.1	ERX4542474	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087613	SAMEA7329087	simple	410658	soil metagenome	SAMEA7329087							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	9D42248E2D9B49F1D2EB58E7D02329B7	56DA83622B66CDB375023FEED5197E65
ERR4613392	2021-09-24 18:03:06	2021-09-24 21:37:00	615567	301627830	615567	490	161		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613392/ERR4613392.lite.1	ERX4542475	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087614	SAMEA7329088	simple	1118232	root metagenome	SAMEA7329088							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	6B832397A574A1E7F92A0D0EB0F3C914	782F44EA9955140867266945D1239C78
ERR4613393	2021-09-24 18:03:06	2021-09-24 21:38:02	327457	160453930	327457	490	86		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613393/ERR4613393.lite.1	ERX4542476	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087615	SAMEA7329089	simple	1118232	root metagenome	SAMEA7329089							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	567DF3CA7C6A51E301EA734BFF63FEEB	6510ABAF7A9487CE7B73880B6440766E
ERR4613394	2021-09-24 18:03:06	2021-09-24 21:36:01	673977	330248730	673977	490	175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613394/ERR4613394.lite.1	ERX4542477	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087616	SAMEA7329090	simple	1118232	root metagenome	SAMEA7329090							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	7199F4E5359DA46DF3337162B28D346B	E41BC88605FD0A0AE48408A654FC0F61
ERR4613395	2021-09-24 18:03:06	2021-09-24 21:37:09	571699	280132510	571699	490	150		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613395/ERR4613395.lite.1	ERX4542478	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087617	SAMEA7329091	simple	1118232	root metagenome	SAMEA7329091							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	2E619701239828A66BDF177EE963A8BF	65DAA77BA81EE3C958846FC9B0ADC78D
ERR4613396	2021-09-24 18:03:06	2021-09-24 21:36:04	282535	138442150	282535	490	74		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613396/ERR4613396.lite.1	ERX4542479	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087618	SAMEA7329092	simple	1118232	root metagenome	SAMEA7329092							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	94923733318EF0F3ADEE3A062C9FEC22	0519689657FFD8EB12B73AA0DDC1D0C8
ERR4613397	2021-09-24 18:03:07	2021-09-24 21:37:24	608972	298396280	608972	490	159		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613397/ERR4613397.lite.1	ERX4542480	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087619	SAMEA7329093	simple	1118232	root metagenome	SAMEA7329093							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	C7779E9655FD1ADA170BFF25E9AB35AA	A721A04516D90642B5153989A40A41C0
ERR4613398	2021-09-24 18:03:07	2021-09-24 21:35:54	585803	287043470	585803	490	154		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613398/ERR4613398.lite.1	ERX4542481	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087620	SAMEA7329094	simple	1118232	root metagenome	SAMEA7329094							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	537EA5FD03E6A451EE5E8ECB4CB2AE60	7803C8596595FCC8CB1934A14CC397AD
ERR4613399	2021-09-24 18:03:07	2021-09-24 21:35:26	325840	159661600	325840	490	86		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613399/ERR4613399.lite.1	ERX4542482	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087621	SAMEA7329095	simple	1118232	root metagenome	SAMEA7329095							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	C8D466F7FF305DCDF6AE609CDD1745D5	EA2BBF0F79384E8BFA58EEFEBF218819
ERR4613400	2021-09-24 18:03:07	2021-09-24 21:36:23	580933	284657170	580933	490	151		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613400/ERR4613400.lite.1	ERX4542483	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087622	SAMEA7329096	simple	1118232	root metagenome	SAMEA7329096							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	8F950D9DFD48A1D416A59BF1EFE250AF	FF60AADBA0D8DB3353CE2402E3CC7A81
ERR4613401	2021-09-24 18:03:07	2021-09-24 21:38:06	537513	263381370	537513	490	141		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613401/ERR4613401.lite.1	ERX4542484	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087623	SAMEA7329097	simple	1118232	root metagenome	SAMEA7329097							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	447E97A773A4112D14E8F2469BFA812A	87DF264DACC8D9838F0F15BED9D992D1
ERR4613402	2021-09-24 18:03:07	2021-09-24 21:37:13	330927	162154230	330927	490	87		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613402/ERR4613402.lite.1	ERX4542485	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087624	SAMEA7329098	simple	1118232	root metagenome	SAMEA7329098							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	FEC24B2DCE93EBABD9F22B68D8E3C14F	5AAF45E0FBC623D4F92846DAE3848D40
ERR4613403	2021-09-24 18:03:07	2021-09-24 21:37:52	285446	139868540	285446	490	75		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613403/ERR4613403.lite.1	ERX4542486	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087625	SAMEA7329099	simple	1118232	root metagenome	SAMEA7329099							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	FD18BA0F2D76B7734F379315FA52BEA0	D9C8810A0A0A2BEE4BEE53812EE19DF4
ERR4613404	2021-09-24 18:03:07	2021-09-24 21:34:29	349482	171246180	349482	490	93		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613404/ERR4613404.lite.1	ERX4542487	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087626	SAMEA7329100	simple	1118232	root metagenome	SAMEA7329100							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	0EC6ED6A072A53CBDE22E682D52ADE0B	FA3DD49F644A6BBC3FDF4503C5D58CA4
ERR4613405	2021-09-24 18:03:07	2021-09-24 21:34:35	333729	163527210	333729	490	88		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613405/ERR4613405.lite.1	ERX4542488	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087627	SAMEA7329101	simple	1118232	root metagenome	SAMEA7329101							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	A4347A736C561694D5A06FE99FC2B0C5	5A208457FE7AA0F92FD354D0415EC110
ERR4613406	2021-09-24 18:03:07	2021-09-24 21:35:51	301588	147778120	301588	490	79		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613406/ERR4613406.lite.1	ERX4542489	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087628	SAMEA7329102	simple	1118232	root metagenome	SAMEA7329102							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	4F3675CD6B10243F325C2A129F183FF8	C7D1422EF8E9B6BCF51E1C956598D05D
ERR4613407	2021-09-24 18:03:07	2021-09-24 21:38:01	289901	142051490	289901	490	77		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613407/ERR4613407.lite.1	ERX4542490	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087629	SAMEA7329103	simple	1118232	root metagenome	SAMEA7329103							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	1EBEF8F7C87202EF3590744F8B145344	CBFC4B99AA0CF6F710E1A646C75F2338
ERR4613408	2021-09-24 18:03:07	2021-09-24 21:37:45	328507	160968430	328507	490	87		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613408/ERR4613408.lite.1	ERX4542491	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087630	SAMEA7329104	simple	1118232	root metagenome	SAMEA7329104							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	5E3E7F41995A8A7499755DE8DCC942DE	AF16ADA6EC397674691CDA83C154BCEF
ERR4613409	2021-09-24 18:03:07	2021-09-24 21:34:43	285036	139667640	285036	490	75		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613409/ERR4613409.lite.1	ERX4542492	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087631	SAMEA7329105	simple	1118232	root metagenome	SAMEA7329105							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	FC427EE331AE473C59F8141F4EF43597	CF9A08BBE54DBC10454A3D9F1CDF00FA
ERR4613410	2021-09-24 18:03:07	2021-09-24 21:34:32	384335	188324150	384335	490	102		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613410/ERR4613410.lite.1	ERX4542493	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087632	SAMEA7329106	simple	1118232	root metagenome	SAMEA7329106							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	B935D7EEDBFD379B13DF659064B860B4	04A59462FD758F8DDB5FE34B4AE6C233
ERR4613411	2021-09-24 18:03:07	2021-09-24 21:35:48	327960	160700400	327960	490	87		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613411/ERR4613411.lite.1	ERX4542494	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087633	SAMEA7329107	simple	1118232	root metagenome	SAMEA7329107							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	CBF7C0676ED0AD27F92B189B6A372CC1	03E9F4C3F913BAB7A9255DD9E3AA9B70
ERR4613412	2021-09-24 18:03:07	2021-09-24 21:35:03	334849	164076010	334849	490	89		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613412/ERR4613412.lite.1	ERX4542495	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087634	SAMEA7329108	simple	1118232	root metagenome	SAMEA7329108							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	EBF107AE027AA43EB394C5B419F29AEA	0BBB32696A1FAA54B4F4BD97E149CBEE
ERR4613413	2021-09-24 18:03:07	2021-09-24 21:35:41	301932	147946680	301932	490	80		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613413/ERR4613413.lite.1	ERX4542496	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087635	SAMEA7329109	simple	1118232	root metagenome	SAMEA7329109							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	97A061EDA1053CFA2F6EFF70956A8046	9B55C9D70E8F7F8E6196E2C7115EFB4C
ERR4613414	2021-09-24 18:03:07	2021-09-24 21:35:09	335672	164479280	335672	490	89		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613414/ERR4613414.lite.1	ERX4542497	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087636	SAMEA7329110	simple	1118232	root metagenome	SAMEA7329110							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	06E1EABB5E16B68783B86F36315D2A5F	35BA6939E1D737D6930C65EE08DA6C66
ERR4613415	2021-09-24 18:03:07	2021-09-24 21:35:12	375667	184076830	375667	490	99		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613415/ERR4613415.lite.1	ERX4542498	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087637	SAMEA7329111	simple	1118232	root metagenome	SAMEA7329111							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	8246B143DB1288FEDBE62B602285D1CF	0145D25BBFEA0B9C72F69690D60EEFE4
ERR4613416	2021-09-24 18:03:07	2021-09-24 21:34:14	317678	155662220	317678	490	83		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613416/ERR4613416.lite.1	ERX4542499	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087638	SAMEA7329112	simple	1118232	root metagenome	SAMEA7329112							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	054DADC4DC3A95E3628460D0EFD7A90C	DAD0288055C057D946CA7006CA7269E0
ERR4613417	2021-09-24 18:03:07	2021-09-24 21:37:50	410518	201153820	410518	490	109		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613417/ERR4613417.lite.1	ERX4542500	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087639	SAMEA7329113	simple	1118232	root metagenome	SAMEA7329113							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	8CC181872B66465094A713D9138C0057	4BDB22A39C6C669B1E9A927C290AD843
ERR4613418	2021-09-24 18:03:07	2021-09-24 21:36:01	373435	182983150	373435	490	99		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613418/ERR4613418.lite.1	ERX4542501	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087640	SAMEA7329114	simple	1118232	root metagenome	SAMEA7329114							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	2EE44B17A75B69FC73BFBE508A06E798	A6A88960D8F6E94E06F1413AE4E8D571
ERR4613419	2021-09-24 18:03:07	2021-09-24 21:37:26	366053	179365970	366053	490	97		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613419/ERR4613419.lite.1	ERX4542502	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087641	SAMEA7329115	simple	1118232	root metagenome	SAMEA7329115							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	0154F480401151913ECEC2826253E73C	B98E2B5AEE2B6C93B53606E4989886E3
ERR4613420	2021-09-24 18:03:07	2021-09-24 21:35:27	141438	69304620	141438	490	37		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613420/ERR4613420.lite.1	ERX4542503	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087642	SAMEA7329116	simple	410658	soil metagenome	SAMEA7329116							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	9B241F5A9EFB10B1224BEFDAC73CF308	88EC8E707251809885A5B9D36944C8F1
ERR4613421	2021-09-24 18:03:07	2021-09-24 21:33:14	108322	53077780	108322	490	29		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613421/ERR4613421.lite.1	ERX4542504	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087643	SAMEA7329117	simple	410658	soil metagenome	SAMEA7329117							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	E7260F1BEAD2698918F6D41D46A9F0F4	2188431DC1F4754EC8C0FA8D40074117
ERR4613422	2021-09-24 18:03:07	2021-09-24 21:33:02	129260	63337400	129260	490	34		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613422/ERR4613422.lite.1	ERX4542505	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087644	SAMEA7329118	simple	410658	soil metagenome	SAMEA7329118							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	F362B2600033BA3A743134140A8124A2	9B3C85135828A1BCFEC214ED70308288
ERR4613423	2021-09-24 18:03:07	2021-09-24 21:33:09	118336	57984640	118336	490	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613423/ERR4613423.lite.1	ERX4542506	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087645	SAMEA7329119	simple	410658	soil metagenome	SAMEA7329119							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	F5B80DDAA58A369BF95ABA1875A1D387	7C290DB4E4A5B58A142B7410B41F8820
ERR4613424	2021-09-24 18:03:07	2021-09-24 21:36:45	119601	58604490	119601	490	32		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613424/ERR4613424.lite.1	ERX4542507	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087646	SAMEA7329120	simple	410658	soil metagenome	SAMEA7329120							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	9F43F8618711109DC37712277B16400E	8BC840C50E56317E969BFF4B7A823511
ERR4613425	2021-09-24 18:03:07	2021-09-24 21:32:12	136656	66961440	136656	490	36		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613425/ERR4613425.lite.1	ERX4542508	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087647	SAMEA7329121	simple	410658	soil metagenome	SAMEA7329121							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	5F79A0A351D133D8AA62A53EA93BFEA5	FB57D23581A018F953275E7287D41525
ERR4613426	2021-09-24 18:03:07	2021-09-24 21:33:00	116563	57115870	116563	490	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613426/ERR4613426.lite.1	ERX4542509	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087648	SAMEA7329122	simple	410658	soil metagenome	SAMEA7329122							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	66CE641C6DFE5E8AF7C403BCF7A4CD50	4CD6D28A6C4B3407C98CC25D8A0868BD
ERR4613427	2021-09-24 18:03:07	2021-09-24 21:33:42	148227	72631230	148227	490	39		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613427/ERR4613427.lite.1	ERX4542510	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087649	SAMEA7329123	simple	410658	soil metagenome	SAMEA7329123							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	3EB18FB7EE299899F3D3B4BF81392B25	18037F98648734B225F381566A982FDA
